gene,chr,strand,TSS_coord,y,H2A.Z_TSS_bin02,H2A.Z_TSS_bin03,H2A.Z_TSS_bin05,H2A.Z_TSS_bin07,H2A.Z_TSS_bin08,H2A.Z_TSS_bin11,H2A.Z_TSS_bin20,H2A.Zac_TSS_bin03,H2A.Zac_TSS_bin04,H2A.Zac_TSS_bin10,H2A.Zac_TSS_bin11,H2A.Zac_TSS_bin15,H2A.Zac_TSS_bin19,H2B.Z_TSS_bin07,H2B.Z_TSS_bin12,H2B.Z_TSS_bin13,H3K18ac_TSS_bin11,H3K18ac_TSS_bin18,H3K18me_TSS_bin03,H3K18me_TSS_bin10,H3K18me_TSS_bin11,H3K18me_TSS_bin13,H3K18me_TSS_bin16,H3K18me_TSS_bin18,H3K27ac_TSS_bin01,H3K27ac_TSS_bin02,H3K27ac_TSS_bin05,H3K27ac_TSS_bin06,H3K27ac_TSS_bin08,H3K27ac_TSS_bin11,H3K27ac_TSS_bin19,H3K27me_TSS_bin03,H3K27me_TSS_bin06,H3K27me_TSS_bin16,H3K4me1_TSS_bin08,H3K4me1_TSS_bin16,H3K4me3_TSS_bin01,H3K4me_TSS_bin16,H3R17me2_TSS_bin01,H3R17me2_TSS_bin02,H3R17me2_TSS_bin03,H3R17me2_TSS_bin04,H3R17me2_TSS_bin10,H3R17me2_TSS_bin14,H3_TSS_bin20,MNase_TSS_bin07,MNase_TSS_bin09,MNase_TSS_bin16,MNase_TSS_bin18,MNase_TSS_bin20
PF3D7_0105100,Pf3D7_01_v3,+,220552,1,10.8598599556,21.727329982,26.383759803000004,26.697739917,23.445669922,13.222505097,0.0,24.3061582109,41.083996994,9.1337551772,11.62813002498,35.0157616969,15.66929501885,6.977850000000001,6.055970000000001,11.481589999999995,21.643099971,18.22255993169,0.0144400034599999,0.4635050304599999,2.4417899918,0.0,0.36893500559,2.9800100179,3.0342600828400004,3.5849300098000003,9.783274972,12.386879856999998,13.0856049339,10.0439500412,9.8711099624,0.16253001805,0.2330000285290999,0.503285027043,0.0,0.0,0.0,2.27679501212,0.0,0.0,0.4253816374429999,0.9386616915,0.8642766928999999,3.4354766670000005,0.0230600124,5.188092721171553,5.498355301237464,4.036394711554999,5.978392792219337,5.229456464608274
PF3D7_0105900,Pf3D7_01_v3,+,253338,1,18.612345035000004,21.075734928000003,26.031964695,20.144210335,20.820814843,18.60797478,0.0,19.351403226,17.059131426000004,22.66284986461,17.916243063209997,1.6702166821999995,0.0,5.34861,3.0973200000000003,8.026069999999999,21.5166898552,0.0,0.0,1.726355010355,0.0,7.594175005,8.708024987,10.679189921,5.08988002282,7.489460056605201,15.343469934000002,16.23600012,13.584634989,11.1693847811,0.0,0.0129000018099999,0.0,1.768984966345,0.0,5.97188001546,1.865644899,5.054264938100001,1.3148933313,0.821344977,0.6142733616,0.3408650307,1.1828165959,1.993816688,0.08025997066,0.0,3.639360741770477,4.554028077452332,5.896438201452817,5.780697009440685
PF3D7_0106400,Pf3D7_01_v3,+,272205,1,3.040170057535,4.56771983976,4.33047502312,11.0417849988,14.570175002,14.203929942,5.175765012500001,2.1610649760100005,0.3670716611999999,8.558879809890001,9.63134515044,36.976341525,7.841724897610001,4.34184,13.9295,11.41799,12.89983997854,10.077129903,0.3511949914299999,0.0,0.0,0.0010350006999999,0.64517501121,2.3395849176,1.883839950627,0.7816100526099998,3.9631800913,4.9509199368,11.534974912,8.025445022999998,3.4899849162776,0.2509400207899999,0.025975015885,0.23998001006,0.0,0.0,9.0318299805,1.23130002479,0.0,0.0,0.0,0.0,0.0310283381514,0.7586366734000001,9.5001449999999e-05,5.32735203758014,2.3931209762174688,5.824282829184819,5.636896928403907,1.1356880188302332
PF3D7_0106500,Pf3D7_01_v3,+,274238,1,9.2169849579,7.665544829999999,3.505864919986999,18.132380017,17.582474809,5.3700299038844,0.0,18.789763182,6.864191744759999,12.383635025920002,5.66442330624,0.0,0.0,16.06005,5.580550000000001,2.57228,13.4003350095284,0.0,0.3768550130999999,1.86253499235,2.0736599884,4.640189962539999,7.255539949,7.123479996,14.314775016999995,14.711085099,2.205830075573,4.74205002031,11.81145975119,9.107995077813,0.0,0.0,0.23072501056,1.34297998953,0.0,6.665779979179999,14.093345172500005,4.2775200027,1.891553344,1.1186417215,1.748589923,0.8858066844,2.1642349427,3.5273799670000003,0.016320018,4.724506875894243,4.048195178901812,5.599066424313131,4.650695297682833,4.864414872964
PF3D7_0106700,Pf3D7_01_v3,+,281154,1,20.471724956,20.689079799,25.04999010100001,22.889415052000004,15.52003506,14.9113498953,0.0,37.803731685,44.434213575,36.886930129,44.91451623257,0.0,0.0,19.4014,0.0,0.0,39.878784916,0.0,0.0,0.5375150027000001,3.871945002,3.61594487213,6.557615055,6.8033199814,17.725855091000003,14.996970233000004,13.474855073999995,12.560575168000003,11.379150131,24.663779943,0.0,0.0,0.0,4.0957049735,0.0,14.250250134999998,4.165604984904,4.964494956621,0.0,0.0,0.0,0.0,1.917229986,6.911741687000001,9.709270396,0.0,0.0,5.776584098014542,5.439946438299789,5.103709028354694
PF3D7_0106800,Pf3D7_01_v3,+,286745,1,21.560519827,26.17581968,35.427079992,37.462079812,38.770990161,30.032215143,5.562499845499999,24.172454684,29.551833379000005,20.592979958,18.519238197,14.043741596,4.527105047807,16.190730000000002,11.78723,21.23897,22.645605046000004,9.3462549297,0.0008550000999999,0.0,0.0,0.0003150009999999,1.99621501765,0.46754498842,5.9122550799,12.485529822688,20.0639449403,17.405340237799997,16.486010200283996,13.356110006,4.42616998021,0.0,0.0,0.4360150155079999,0.0,0.0,3.3870399547439995,1.767199993925,0.29590665659,0.00104833124,0.1036233498319999,0.0581633327299999,0.6077699954000001,1.3745049799999998,0.0,2.3824798530310445,4.459348304353927,4.643946258463427,3.723772038019726,2.244862940849675
PF3D7_0107000,Pf3D7_01_v3,+,293245,1,0.0,0.227734965113,1.18132504219,3.7442699438,11.104905010799998,11.708449857,1.16631005843,1.115415021096,4.163458370749999,3.6013783419,6.766501721999999,16.7115265435,1.69537506206,2.2486900000000003,14.441419999999995,8.56878,12.1742999414,7.824974957600001,3.4525400155060004,0.0,0.18358500094,0.0,0.6195750111889999,2.923549993778,0.0,0.4404899305999999,1.8395600725,1.003334998335,6.336425013,6.95321496689,2.63150001693,1.3979299737649995,0.346065010522,1.358155055,0.0,0.0,1.055259924417,1.3814750334899997,2.243705004,3.040795169,1.0244333721,0.6688799931999999,0.00059166668,0.32470170159,0.0,0.0,0.0,1.878896634220327,5.008670410635215,3.9716094557351873
PF3D7_0107200,Pf3D7_01_v3,+,297041,1,10.5347549433,14.63744013,9.4858498817,12.811729840600002,14.893390024,9.395784922,0.3547400278229999,9.112173386529998,14.494238330999996,10.15270666072,9.55837507692,27.668868230000008,3.727329954910001,14.230160000000003,11.49143,20.13961,14.491049913,2.153055045639,2.4496799840000003,0.0212049977699999,0.0,3.06336498824,1.8524550001,1.0334200074999995,2.7197801047400003,5.926885016400002,15.628035125200002,14.4052798748,20.312370044,8.166909896,1.903774917557,0.1947649909499999,2.18466993742,0.2847799888699999,0.0,0.0,0.0,2.2631299233,2.8766383950000005,3.755068383,2.5237867100000004,2.440138369,0.5171083434,0.0,0.0,3.9357663987765057,5.739429878017328,1.835393624773363,0.1528954120093494,5.17082677421148
PF3D7_0107400,Pf3D7_01_v3,+,302659,1,19.070059865,19.70543501,29.258295020999995,28.015109525000003,23.351134893,13.810240003,7.301339933158,9.957606572,15.074175017,5.662326491500002,5.757418191959999,5.609329932243001,3.54088995341,14.95846,9.01615,7.959009999999999,14.3020900419,3.39179986036,0.0,0.00277000072,0.0318549910829999,0.0867849969,2.704644997,0.163965004175,5.3641500813,5.2745050456,8.087894918385,11.295375058899998,9.665179985000002,10.6753900089,5.0567699822,0.0,0.15514501417,1.8438449634900005,0.0,1.9329200134,4.6190849501,4.999534991431,0.01808333227,1.0754716532000002,0.8812150224365002,0.12316338528,0.2537683368393,0.5294566208339999,0.0298650246599999,0.9257915189351092,0.0,5.450228716865142,1.8297901279981503,3.0274064473958107
PF3D7_0107700,Pf3D7_01_v3,+,320167,1,11.504934844,15.496714793,15.523554969,10.078135088,16.468584901000003,4.8744050483,2.20537488141,9.62713017563,13.08613677146,7.80551343086,1.1681816010380002,0.0,0.0,7.6256400000000015,3.79523,1.6282100000000002,8.18343501992,0.0,0.21170999344,0.0416699955,0.08264500927,4.08959495667,1.987039986697,5.303374927,15.502015165,14.803334978,8.99344512164,5.91908995892,12.631525100300005,6.9400201468,3.2849300187730006,0.114334994206,0.0182550055499999,0.63286001863,0.0,5.099334968384,9.89532506495,6.657689947440002,4.977943418,2.2020666524,0.56807168761,0.2675399902893,0.0,0.00383167268,0.0,1.4124952388392165,3.8603124163378784,4.995682995695624,4.89043110799177,5.495746776876591
PF3D7_0108100,Pf3D7_01_v3,+,330737,1,20.595909939,18.729499961,16.150229909000004,12.986850087,8.510340003493,0.0,0.0,26.401228367,17.721834916,2.799609898920001,1.0815450855450002,0.0,0.0,6.097440000000001,0.0,0.0,2.5842797563700004,0.0,0.0,2.7710049339000005,5.719409941599999,6.062839992000001,6.568444935199999,2.739159942,10.423959973,11.314935082,6.0752298947000005,8.581930073699999,5.2642800921,3.4281748984146283,0.0,0.0,0.0096850004,2.4805349483999994,0.0,2.8575600186,1.289124995395,4.0799649314,1.359495021,0.092948346987,0.0,0.0,0.0,0.0,1.6534099490999998,2.25566968463044,0.3696513648534397,4.5168600557389205,3.238407084586543,5.585968595643976
PF3D7_0108300,Pf3D7_01_v3,+,335087,1,13.523365024000004,13.857659884,18.809105042,14.911604897299998,9.990099915999998,9.988009972,13.804070033,24.044781533,32.071764878,6.438918218399998,2.2537366000500008,22.750528152,14.214236676269998,13.76766,3.98379,7.54904,6.886249921,15.304669969,0.0,0.0,0.0037700026599999,0.0138150059,0.0,0.0,13.6862898841,12.7005399857,15.9414550624,12.9728400236,1.0835100574,6.8571050399,12.4266750093,0.0949700185,0.0,0.0,0.0,0.0,7.938800026699999,0.0,0.1175799994699999,0.0012750014639999,0.0,0.0,1.0717700483,0.4044150020600001,0.0,0.0,2.0880340397247203,0.0,0.0,2.168235812534463
PF3D7_0108500,Pf3D7_01_v3,+,347107,1,11.69296489914,15.709464870999998,17.726344673,23.89101515,16.391984948,21.96544506,16.1710151281,17.534136718000003,24.672349732,20.5701951121,34.172818347,14.235256705300005,1.824645089502,19.789530000000003,12.0929,19.252840000000003,16.950674943,1.4293899863899997,0.307709978577,0.0,0.0,0.0,0.0,0.0,5.9497248855,8.27411023837,12.700384893,13.864029996,12.834690062999998,12.421374968000002,0.0,0.1284899816,0.2256600373399999,0.0,0.0,0.0,7.892269901062999,0.0,0.0,0.0,0.0,0.0,0.0,0.0932649931699999,0.0,6.148181504851493,0.5373974234887198,0.0,0.0,0.1808714907368228
PF3D7_0108800,Pf3D7_01_v3,+,357511,1,17.867809904,20.597919977,9.8751999298,10.32516008974,11.979110103679998,21.549235113,0.799614950952,18.9258400036,18.2295767119,13.530769944,17.525936721999997,6.366131681299999,0.0,15.676069999999998,11.112939999999998,5.954159999999999,17.7420098142,0.4692149855299999,0.0,0.0,0.0,0.0031099929999999,1.29685500308,3.1982400113,7.189744975,7.777685034999999,3.367739999390001,3.565745133500001,5.0300801041900005,9.725659911869998,0.6501048670999999,0.0,0.0,0.0,0.0,0.0,0.42191502242,1.68980499873,0.003163331188,0.0,0.0,0.13988834086,0.0,0.0,0.0,1.3168079404585682,1.8379193388370667,0.0,2.42138689098504,2.2448767425658693
PF3D7_0109000,Pf3D7_01_v3,+,363127,1,8.37325975815,14.6658148131,17.10236490745,9.993070039,7.4493298582,5.691104968400001,1.3992249094779998,17.596076535799998,20.698154956,6.12879991454,7.0266099564,22.33362996975,0.0,11.20611,4.264679999999999,6.71003,7.902734912703998,14.946354788,0.33540499204,0.0,0.0,1.8156350251,3.90958998572,1.5173699155,3.68441001644,0.9143148498000002,1.9652798825000004,0.6958950587000001,0.5077549915199999,4.413895076805,4.202209878085,0.2964250097699999,0.0,3.94367998586,0.0,16.576760125,9.406005142,7.8227699495,1.1898233093,0.997361671,1.3364465942,0.4567733685,0.19868832359,2.900448315,0.54695004505,0.0,1.5875562070579,5.574416559188676,5.750830095594482,1.2964918142193764
PF3D7_0109800,Pf3D7_01_v3,+,380248,1,41.773339760000006,30.83185492900001,32.538144634,30.001960025,23.345364495,17.670769991999997,0.0,36.403596409,28.265318289000003,11.348318355984183,20.590746499,39.39872639399999,0.0049499736999999,14.478880000000002,18.05048,16.992449999999998,20.562354924,6.68183008503,1.4424550075000002,0.0,0.0,0.0378150027699999,5.05187992447,6.375269965489999,23.237315123,24.238129873999995,23.659179966000007,18.569879949000004,7.802179984700001,14.845505009,0.42558989127,0.0576699948999999,0.0,0.7185799832200002,0.0,0.8455400153289999,12.676395006999998,4.480209897200001,2.9161733870000006,2.8590683620000004,1.6825449713999998,0.8481333048,0.6816133335500001,2.3756583930000006,0.0,0.2494246150778989,0.0,5.700343417752796,4.8502543121478245,5.789129858035892
PF3D7_0109850,Pf3D7_01_v3,+,383223,1,1.4076349048500003,7.857294942249999,6.10703998242,13.069465019999996,8.217019899,23.068934919,3.1129049763,3.62719661199,1.40848834917,15.683398401410004,18.34914655,6.502993321380001,2.09477656459,6.878780000000002,11.34395,7.15936,25.230459749,1.1002198955399998,0.9661749647,0.1090300118820929,1.1126949853,4.0236749861,0.539830015197,7.653289987000001,2.49110986424,6.594274961315998,4.4724250227,8.327944942199998,6.090160017300001,18.498750015,0.0584749772,0.33590000427,0.0016249998999999,0.0359449937999999,0.0,0.2163950518999999,9.891224997800002,1.3691649717499998,6.090218301999999,6.335538418,4.638756645,0.82625001635,0.5125683368300001,0.5722566478000001,0.0,2.9263778848476587,0.0,0.0,4.599435723734221,5.235681038612268
PF3D7_0110200,Pf3D7_01_v3,+,392482,1,0.0,0.0,0.0171249540999999,7.38337503022,7.821105037,14.293079917000002,13.289104986999998,8.148861973,12.342179908,33.840535209,42.91635314699999,32.408710189000004,9.850468363099996,5.983019999999999,11.15806,7.26996,37.836980033,20.0344250326,8.40570492,1.0971449935,0.1424900132999999,8.550184991,5.09539,2.8572900217,0.0,0.0,4.601379780492,8.0395000841,9.2436500632,17.496919579,17.504315189999996,1.150170003115,1.6910300557900002,2.8972500123000007,0.0,0.0,1.945164980923,5.0915700284,4.427456594,3.2941816470000003,6.927781725999999,4.388369995,4.58450996,3.4675715730000003,0.0,3.24940705239404,3.139545391481022,5.837587683596898,3.717395645137588,5.098202143592847
PF3D7_0110500,Pf3D7_01_v3,+,396590,1,36.210884864,20.856735072000003,19.699994948,17.938744927,32.627520051000005,6.1973200827,0.0,9.63352163583,4.611405011462,0.35676331279,0.0053133203999999,0.0,0.0,15.56132,0.0,0.0,3.58853013075,0.0,0.0,0.162730000833,6.802499986399999,11.529515079000005,12.551625085,18.547380111,12.290615014999998,15.298610092000004,8.480924952,8.399959926000001,9.08627998,7.288735124017002,0.0,0.0,0.0,6.756754940300001,0.0,17.022524810999997,8.777510079199999,6.060774997720001,0.08545001757,0.06938500399,0.0,5.833328e-05,0.029341666203,16.483030140000004,0.24506004432,1.6743413984927074,1.814691050480708,5.098160738444261,6.005444155961739,2.115540860101561
PF3D7_0110600,Pf3D7_01_v3,+,405389,1,24.303084747,22.067064985,10.10977998,10.888279940000004,7.487360054999998,11.466485172,0.0,17.404649942,15.263008182000004,16.2314582163,11.673968258085,4.5517031527,0.0,10.38738,9.04505,1.84873,14.951999886,4.659905129432,0.0,0.4242450075316,0.0,0.0,11.439179912,17.996935007999998,8.399834881,10.678129900000002,3.410404984103999,6.849990002700001,5.7312500388,9.012210006199998,2.4084199571182,0.0,0.0,2.0823599311300005,0.0,0.2651300319999999,6.4708949705,4.57227983617,0.006313334535,0.0,0.0,0.0,0.053433336988,2.439973325,0.945805009276,2.59851811663299,3.881511852413556,5.596775339424743,5.964025205660234,3.6901096522198698
PF3D7_0110800,Pf3D7_01_v3,+,415754,1,0.0,0.0,6.648499906400001,11.640929849400004,17.687005007,16.916449829999998,26.627179919,0.0,0.0,10.77217327553,11.40349497814,2.3431533143700003,12.811588232899998,7.85959,18.73787,9.47581,17.578859854,4.356609851811999,13.787990065999995,0.32144999237,0.505859999,0.5945200073929999,0.986215008996,1.99563498853,0.0,0.0,4.8218550168,7.369974932,12.528370160999998,9.4106548721,4.06589986484,4.7347999966800005,0.0,0.0142700098999999,0.0,0.0,0.631554974501,0.0,5.956741662000001,5.122311707,6.509428329,3.904783321,1.522443313,1.2217066384999995,0.3834300423099999,0.7778923281883868,3.684699379471389,1.6220052906808775,4.472101090118202,3.435109143799149
PF3D7_0111400,Pf3D7_01_v3,+,436407,1,0.0015799989999999,0.0144950053199999,2.1230198968200003,4.80982014621,9.415754856,20.877154954999995,0.0,3.21468506079,4.4500649035,17.699121529000003,17.1493032973,4.47721192862,0.0,1.6240300000000003,11.54903,12.57404,26.162870067,2.9666251619800006,9.2459349194,1.8049500242,5.884560005000002,1.173599997855,13.953040043,22.217799895,0.0,0.3893199863179999,6.04808487427,10.3023450934,16.993519935,18.63406529,2.282439970875,1.5402699784640002,1.2793950103,2.93923499082,0.0,2.933779920826,0.1267800090239999,3.9382649921,0.29794835214,0.000203332904,0.0028833269856,0.00096500158,0.7149466825,5.800068298,1.3925699746534002,1.2323414373445387,5.310748572997431,5.423025534244594,3.5011089506441304,5.285091182590735
PF3D7_0111800,Pf3D7_01_v3,+,445069,1,25.902310033000003,29.43836001399999,25.106874990000005,24.547754776,21.453539928,25.234214875000003,0.0,30.752256367,30.760181803000005,26.142798324,24.374755107,7.656395047600001,0.0,12.043279999999998,15.25973,5.449250000000002,15.018074740999998,0.0,1.1399300223000002,1.8767249871,2.421339978,0.946434976595,17.143700034000002,13.829779864,11.64339,14.888675215999998,14.375040155999995,12.158360033,7.503890102400001,8.622629807999997,0.0,0.0,0.0,2.2805599420600005,0.0,1.37168999075,6.82647511196,3.600169954590001,0.6150999640000001,0.4332366679,0.48271168144,0.9478250121,0.0,1.369903374,0.0,1.7721403594512066,0.0,3.3280630329899314,4.007066064640407,1.8404588546169651
PF3D7_0112100,Pf3D7_01_v3,+,453396,1,13.168879923,14.84468488889,19.2671700341,17.491804951,15.374774867000005,20.93806994300001,2.84338495841,12.804356438000005,15.291326474099998,8.7899650407,23.81499177,23.057743348,10.47185007205,27.66231,16.90821,12.93201,11.247455097059996,0.0,7.244724866,1.17322000313,7.434955026399999,10.072289975,7.3771398123999985,7.054764729000001,3.4227648110999995,7.632610080989999,11.40444013335,9.51588013155,5.977209881067,4.7018251019,0.0,0.7499099779999999,1.5322549865,4.49383973055,0.0,5.324640061809999,1.572179990234,1.8154848869,0.4030516691599999,1.4629166295999996,1.4726016383999998,1.7830550033000006,0.5103066694,1.7184483140000004,0.0,3.5046007848414926,0.0,4.092609101617655,3.796148237746845,0.7153153469597907
