gene,chr,strand,TSS_coord,y,H2A.Z_TSS_bin03,H2A.Z_TSS_bin08,H2A.Z_TSS_bin11,H2A.Z_TSS_bin20,H2A.Zac_TSS_bin03,H2A.Zac_TSS_bin04,H2A.Zac_TSS_bin10,H2A.Zac_TSS_bin11,H2A.Zac_TSS_bin15,H2B.Z_TSS_bin12,H3K18ac_TSS_bin11,H3K18ac_TSS_bin18,H3K18me_TSS_bin03,H3K18me_TSS_bin10,H3K18me_TSS_bin11,H3K18me_TSS_bin13,H3K18me_TSS_bin16,H3K18me_TSS_bin18,H3K27ac_TSS_bin01,H3K27ac_TSS_bin02,H3K27ac_TSS_bin05,H3K27ac_TSS_bin06,H3K27ac_TSS_bin11,H3K27ac_TSS_bin19,H3K27me_TSS_bin03,H3K27me_TSS_bin16,H3K4me1_TSS_bin08,H3R17me2_TSS_bin03,H3R17me2_TSS_bin04,H3_TSS_bin20
PF3D7_0105100,Pf3D7_01_v3,+,220552,1,21.727329982,23.445669922,13.222505097,0.0,24.3061582109,41.083996994,9.1337551772,11.62813002498,35.0157616969,6.055970000000001,21.643099971,18.22255993169,0.0144400034599999,0.4635050304599999,2.4417899918,0.0,0.36893500559,2.9800100179,3.0342600828400004,3.5849300098000003,9.783274972,12.386879856999998,10.0439500412,9.8711099624,0.16253001805,0.503285027043,0.0,0.4253816374429999,0.9386616915,0.0230600124
PF3D7_0105900,Pf3D7_01_v3,+,253338,1,21.075734928000003,20.820814843,18.60797478,0.0,19.351403226,17.059131426000004,22.66284986461,17.916243063209997,1.6702166821999995,3.0973200000000003,21.5166898552,0.0,0.0,1.726355010355,0.0,7.594175005,8.708024987,10.679189921,5.08988002282,7.489460056605201,15.343469934000002,16.23600012,11.1693847811,0.0,0.0129000018099999,1.768984966345,0.0,0.6142733616,0.3408650307,0.08025997066
PF3D7_0106400,Pf3D7_01_v3,+,272205,1,4.56771983976,14.570175002,14.203929942,5.175765012500001,2.1610649760100005,0.3670716611999999,8.558879809890001,9.63134515044,36.976341525,13.9295,12.89983997854,10.077129903,0.3511949914299999,0.0,0.0,0.0010350006999999,0.64517501121,2.3395849176,1.883839950627,0.7816100526099998,3.9631800913,4.9509199368,8.025445022999998,3.4899849162776,0.2509400207899999,0.23998001006,0.0,0.0,0.0,9.5001449999999e-05
PF3D7_0106500,Pf3D7_01_v3,+,274238,1,7.665544829999999,17.582474809,5.3700299038844,0.0,18.789763182,6.864191744759999,12.383635025920002,5.66442330624,0.0,5.580550000000001,13.4003350095284,0.0,0.3768550130999999,1.86253499235,2.0736599884,4.640189962539999,7.255539949,7.123479996,14.314775016999995,14.711085099,2.205830075573,4.74205002031,9.107995077813,0.0,0.0,1.34297998953,0.0,1.748589923,0.8858066844,0.016320018
PF3D7_0106700,Pf3D7_01_v3,+,281154,1,20.689079799,15.52003506,14.9113498953,0.0,37.803731685,44.434213575,36.886930129,44.91451623257,0.0,0.0,39.878784916,0.0,0.0,0.5375150027000001,3.871945002,3.61594487213,6.557615055,6.8033199814,17.725855091000003,14.996970233000004,13.474855073999995,12.560575168000003,24.663779943,0.0,0.0,4.0957049735,0.0,0.0,0.0,9.709270396
PF3D7_0106800,Pf3D7_01_v3,+,286745,1,26.17581968,38.770990161,30.032215143,5.562499845499999,24.172454684,29.551833379000005,20.592979958,18.519238197,14.043741596,11.78723,22.645605046000004,9.3462549297,0.0008550000999999,0.0,0.0,0.0003150009999999,1.99621501765,0.46754498842,5.9122550799,12.485529822688,20.0639449403,17.405340237799997,13.356110006,4.42616998021,0.0,0.4360150155079999,0.0,0.1036233498319999,0.0581633327299999,0.0
PF3D7_0107000,Pf3D7_01_v3,+,293245,1,0.227734965113,11.104905010799998,11.708449857,1.16631005843,1.115415021096,4.163458370749999,3.6013783419,6.766501721999999,16.7115265435,14.441419999999995,12.1742999414,7.824974957600001,3.4525400155060004,0.0,0.18358500094,0.0,0.6195750111889999,2.923549993778,0.0,0.4404899305999999,1.8395600725,1.003334998335,6.95321496689,2.63150001693,1.3979299737649995,1.358155055,0.0,1.0244333721,0.6688799931999999,0.0
PF3D7_0107200,Pf3D7_01_v3,+,297041,1,14.63744013,14.893390024,9.395784922,0.3547400278229999,9.112173386529998,14.494238330999996,10.15270666072,9.55837507692,27.668868230000008,11.49143,14.491049913,2.153055045639,2.4496799840000003,0.0212049977699999,0.0,3.06336498824,1.8524550001,1.0334200074999995,2.7197801047400003,5.926885016400002,15.628035125200002,14.4052798748,8.166909896,1.903774917557,0.1947649909499999,0.2847799888699999,0.0,2.5237867100000004,2.440138369,0.0
PF3D7_0107400,Pf3D7_01_v3,+,302659,1,19.70543501,23.351134893,13.810240003,7.301339933158,9.957606572,15.074175017,5.662326491500002,5.757418191959999,5.609329932243001,9.01615,14.3020900419,3.39179986036,0.0,0.00277000072,0.0318549910829999,0.0867849969,2.704644997,0.163965004175,5.3641500813,5.2745050456,8.087894918385,11.295375058899998,10.6753900089,5.0567699822,0.0,1.8438449634900005,0.0,0.8812150224365002,0.12316338528,0.0298650246599999
PF3D7_0107700,Pf3D7_01_v3,+,320167,1,15.496714793,16.468584901000003,4.8744050483,2.20537488141,9.62713017563,13.08613677146,7.80551343086,1.1681816010380002,0.0,3.79523,8.18343501992,0.0,0.21170999344,0.0416699955,0.08264500927,4.08959495667,1.987039986697,5.303374927,15.502015165,14.803334978,8.99344512164,5.91908995892,6.9400201468,3.2849300187730006,0.114334994206,0.63286001863,0.0,0.56807168761,0.2675399902893,0.0
PF3D7_0108100,Pf3D7_01_v3,+,330737,1,18.729499961,8.510340003493,0.0,0.0,26.401228367,17.721834916,2.799609898920001,1.0815450855450002,0.0,0.0,2.5842797563700004,0.0,0.0,2.7710049339000005,5.719409941599999,6.062839992000001,6.568444935199999,2.739159942,10.423959973,11.314935082,6.0752298947000005,8.581930073699999,3.4281748984146283,0.0,0.0,2.4805349483999994,0.0,0.0,0.0,1.6534099490999998
PF3D7_0108300,Pf3D7_01_v3,+,335087,1,13.857659884,9.990099915999998,9.988009972,13.804070033,24.044781533,32.071764878,6.438918218399998,2.2537366000500008,22.750528152,3.98379,6.886249921,15.304669969,0.0,0.0,0.0037700026599999,0.0138150059,0.0,0.0,13.6862898841,12.7005399857,15.9414550624,12.9728400236,6.8571050399,12.4266750093,0.0949700185,0.0,0.0,0.0,0.0,0.0
PF3D7_0108500,Pf3D7_01_v3,+,347107,1,15.709464870999998,16.391984948,21.96544506,16.1710151281,17.534136718000003,24.672349732,20.5701951121,34.172818347,14.235256705300005,12.0929,16.950674943,1.4293899863899997,0.307709978577,0.0,0.0,0.0,0.0,0.0,5.9497248855,8.27411023837,12.700384893,13.864029996,12.421374968000002,0.0,0.1284899816,0.0,0.0,0.0,0.0,0.0
PF3D7_0108800,Pf3D7_01_v3,+,357511,1,20.597919977,11.979110103679998,21.549235113,0.799614950952,18.9258400036,18.2295767119,13.530769944,17.525936721999997,6.366131681299999,11.112939999999998,17.7420098142,0.4692149855299999,0.0,0.0,0.0,0.0031099929999999,1.29685500308,3.1982400113,7.189744975,7.777685034999999,3.367739999390001,3.565745133500001,9.725659911869998,0.6501048670999999,0.0,0.0,0.0,0.0,0.13988834086,0.0
PF3D7_0109000,Pf3D7_01_v3,+,363127,1,14.6658148131,7.4493298582,5.691104968400001,1.3992249094779998,17.596076535799998,20.698154956,6.12879991454,7.0266099564,22.33362996975,4.264679999999999,7.902734912703998,14.946354788,0.33540499204,0.0,0.0,1.8156350251,3.90958998572,1.5173699155,3.68441001644,0.9143148498000002,1.9652798825000004,0.6958950587000001,4.413895076805,4.202209878085,0.2964250097699999,3.94367998586,0.0,1.3364465942,0.4567733685,0.54695004505
PF3D7_0109800,Pf3D7_01_v3,+,380248,1,30.83185492900001,23.345364495,17.670769991999997,0.0,36.403596409,28.265318289000003,11.348318355984183,20.590746499,39.39872639399999,18.05048,20.562354924,6.68183008503,1.4424550075000002,0.0,0.0,0.0378150027699999,5.05187992447,6.375269965489999,23.237315123,24.238129873999995,23.659179966000007,18.569879949000004,14.845505009,0.42558989127,0.0576699948999999,0.7185799832200002,0.0,1.6825449713999998,0.8481333048,0.0
PF3D7_0109850,Pf3D7_01_v3,+,383223,1,7.857294942249999,8.217019899,23.068934919,3.1129049763,3.62719661199,1.40848834917,15.683398401410004,18.34914655,6.502993321380001,11.34395,25.230459749,1.1002198955399998,0.9661749647,0.1090300118820929,1.1126949853,4.0236749861,0.539830015197,7.653289987000001,2.49110986424,6.594274961315998,4.4724250227,8.327944942199998,18.498750015,0.0584749772,0.33590000427,0.0359449937999999,0.0,4.638756645,0.82625001635,0.0
PF3D7_0110200,Pf3D7_01_v3,+,392482,1,0.0,7.821105037,14.293079917000002,13.289104986999998,8.148861973,12.342179908,33.840535209,42.91635314699999,32.408710189000004,11.15806,37.836980033,20.0344250326,8.40570492,1.0971449935,0.1424900132999999,8.550184991,5.09539,2.8572900217,0.0,0.0,4.601379780492,8.0395000841,17.496919579,17.504315189999996,1.150170003115,2.8972500123000007,0.0,6.927781725999999,4.388369995,0.0
PF3D7_0110500,Pf3D7_01_v3,+,396590,1,20.856735072000003,32.627520051000005,6.1973200827,0.0,9.63352163583,4.611405011462,0.35676331279,0.0053133203999999,0.0,0.0,3.58853013075,0.0,0.0,0.162730000833,6.802499986399999,11.529515079000005,12.551625085,18.547380111,12.290615014999998,15.298610092000004,8.480924952,8.399959926000001,7.288735124017002,0.0,0.0,6.756754940300001,0.0,0.0,5.833328e-05,0.24506004432
PF3D7_0110600,Pf3D7_01_v3,+,405389,1,22.067064985,7.487360054999998,11.466485172,0.0,17.404649942,15.263008182000004,16.2314582163,11.673968258085,4.5517031527,9.04505,14.951999886,4.659905129432,0.0,0.4242450075316,0.0,0.0,11.439179912,17.996935007999998,8.399834881,10.678129900000002,3.410404984103999,6.849990002700001,9.012210006199998,2.4084199571182,0.0,2.0823599311300005,0.0,0.0,0.0,0.945805009276
PF3D7_0110800,Pf3D7_01_v3,+,415754,1,0.0,17.687005007,16.916449829999998,26.627179919,0.0,0.0,10.77217327553,11.40349497814,2.3431533143700003,18.73787,17.578859854,4.356609851811999,13.787990065999995,0.32144999237,0.505859999,0.5945200073929999,0.986215008996,1.99563498853,0.0,0.0,4.8218550168,7.369974932,9.4106548721,4.06589986484,4.7347999966800005,0.0142700098999999,0.0,6.509428329,3.904783321,0.3834300423099999
PF3D7_0111400,Pf3D7_01_v3,+,436407,1,0.0144950053199999,9.415754856,20.877154954999995,0.0,3.21468506079,4.4500649035,17.699121529000003,17.1493032973,4.47721192862,11.54903,26.162870067,2.9666251619800006,9.2459349194,1.8049500242,5.884560005000002,1.173599997855,13.953040043,22.217799895,0.0,0.3893199863179999,6.04808487427,10.3023450934,18.63406529,2.282439970875,1.5402699784640002,2.93923499082,0.0,0.0028833269856,0.00096500158,1.3925699746534002
PF3D7_0111800,Pf3D7_01_v3,+,445069,1,29.43836001399999,21.453539928,25.234214875000003,0.0,30.752256367,30.760181803000005,26.142798324,24.374755107,7.656395047600001,15.25973,15.018074740999998,0.0,1.1399300223000002,1.8767249871,2.421339978,0.946434976595,17.143700034000002,13.829779864,11.64339,14.888675215999998,14.375040155999995,12.158360033,8.622629807999997,0.0,0.0,2.2805599420600005,0.0,0.48271168144,0.9478250121,0.0
PF3D7_0112100,Pf3D7_01_v3,+,453396,1,14.84468488889,15.374774867000005,20.93806994300001,2.84338495841,12.804356438000005,15.291326474099998,8.7899650407,23.81499177,23.057743348,16.90821,11.247455097059996,0.0,7.244724866,1.17322000313,7.434955026399999,10.072289975,7.3771398123999985,7.054764729000001,3.4227648110999995,7.632610080989999,11.40444013335,9.51588013155,4.7018251019,0.0,0.7499099779999999,4.49383973055,0.0,1.4726016383999998,1.7830550033000006,0.0
PF3D7_0112200,Pf3D7_01_v3,+,463609,1,40.391190039,35.161400115,36.781015216,16.043499826,22.1481951339,34.616979795,36.168883483,30.6604100635,2.78472991904,17.64776,22.0675301181,4.189869922633,0.4150200225,11.379019937,2.7468148599,8.062965,0.0,0.6849800089999999,3.5412949752200005,3.4485699608100004,8.52053984298,12.42820521928,12.269275065159997,4.894955025050001,0.4882250246049999,0.0,0.0,0.36935663349,1.2922516259999997,0.0117699861599999
PF3D7_0112300,Pf3D7_01_v3,+,473582,1,18.179824869,16.924424771092003,3.9382850135739993,0.0,0.3474366454900001,1.9645399643,0.0,0.0,0.0,2.5626,0.0,0.0,9.624624978,5.175195016500001,3.2950399760000004,0.0,0.0,0.0,11.5429451164,7.655974951017,2.522049957327,1.6498399297299997,0.0348899906499999,0.0,1.138280050453,0.0,0.0,0.0,0.0,0.0
PF3D7_0112900,Pf3D7_01_v3,+,485800,1,32.778494975,36.287075405,34.630390385000005,9.2987800031,18.378390019,21.955893268,14.9269951707,15.71970664072,12.240873155549998,5.60793,19.292190038,6.020469965000001,0.0,0.0,0.0237899988999999,0.0,1.96443000625,3.283984873,17.3844399397,15.5920050114,5.5259300153,7.715630083100001,11.596730211,0.6222050090700002,0.0732749999499999,0.7543200232539999,0.0,0.0,0.00033833028,0.3554349477499999
PF3D7_0113600,Pf3D7_01_v3,+,512085,1,21.233619954,9.5917599972376,1.18482002069,0.0,0.0126300032,0.91151001495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2024149855,3.1473950401,1.3383749805399998,1.431369993819,2.9904000431,6.845244882399999,4.9198700981000005,0.6301549895699999,2.15953995131,0.0,0.0,0.0,1.67642997106,0.0,0.07761500291,0.4698633,19.634409859
PF3D7_0113700,Pf3D7_01_v3,+,519624,1,18.611489897,13.723459945000002,14.211770013000002,52.38288996499998,10.20054002879,8.604524980732998,2.23746662026,7.2315799243,37.1847347563,14.5927,9.087884913300002,29.679384808,0.0,0.0,0.0,0.0,0.0,0.0,4.730475002216,11.481664848699998,10.6445700268,2.7223151445389995,3.49478498653,26.958475103,0.0,0.0,0.0,0.0,0.00449166685,0.0
PF3D7_0113800,Pf3D7_01_v3,+,527106,1,2.109974909,0.059765005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004049999,0.8536999910429999,0.0481050009999999,0.132430002,0.063654998705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1909999785999999,0.0,0.0,0.0,0.6879049450000001
PF3D7_0115600,Pf3D7_01_v3,+,603828,1,0.0550399982999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47786,0.0,0.0,0.1988999999999998,1.0185400000000002,0.2969699950886,0.37657999738,0.47892,1.83045000986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999935600000001e-06,0.0,19.252994848
PF3D7_0200100,Pf3D7_02_v3,+,25231,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88196501589,0.53692502695,0.232645026083,0.3993950188,1.0069550344929998,0.89535500492,0.0,0.0,0.0,0.0,0.0,0.0,0.26258501349,2.37287500518,0.0,0.0,0.0,14.170294682000002
PF3D7_0202400,Pf3D7_02_v3,+,119741,1,33.33555022,33.357685209,41.43222013,0.0001900049999999,26.208991645999998,29.74473308099999,21.55146480385,13.921479913283,2.5689982936499995,21.40777,25.042360156,6.0826550328,0.0,0.0,0.0178200021,0.0965600055049999,0.0,0.3187250108376,10.17069504358,15.477215105,15.622665069,13.637644785,14.941019982,6.137874885969999,0.0107899945999999,0.0,0.0,1.0286982519,0.8230732499999999,4.22652999537
PF3D7_0202500,Pf3D7_02_v3,+,127375,1,22.083615069,38.665104763,43.20738010000001,2.8218700848730003,10.241064970143002,15.7380415143,18.4457651226,27.04809140533,22.41441006259999,20.957980000000003,15.3182253505,24.043980347000005,0.0,0.0,0.0,0.0,0.0,0.8096549966099998,9.533994941,10.272200043,9.298605,10.699854814999998,5.95394004606,12.497399898699998,0.0,0.0,0.0,0.007233333506,0.0,3.13301504539
PF3D7_0202700,Pf3D7_02_v3,+,134713,1,12.989480042,14.673254967,18.94708988,0.0,32.724720011,52.044401928,44.02602330500001,24.570183371999995,28.401399746400003,12.419429999999998,29.14758996100001,1.5830549072600002,0.5083149891000001,0.0,0.549095007463,1.13818499169,1.29310997962,3.9269099692,8.9678900102,9.381614855135,18.926160101,21.775769743,19.180515168,3.75812492642,0.033669996435,0.188819995355,0.0,0.8510916733999998,0.89436666492,0.0
PF3D7_0202900,Pf3D7_02_v3,+,138608,1,15.153085042,31.028964801,30.599889927,0.0,13.442621658299997,11.87292170362,40.139228204000005,45.193923525070005,20.23179314804,12.445329999999998,38.3724198606,2.19842498008,5.517195003499999,0.0023850031999999,0.0,0.0,3.3140150082,4.30355,11.590760015800004,13.842219869,14.329769979700002,14.678705317,21.351075104200003,4.2094001061,1.1939800510149998,1.09924499417,0.0,1.3251167013,0.39227832708,0.7953650109899999
PF3D7_0203600,Pf3D7_02_v3,+,165786,1,21.87124011,7.1722798801,5.205235014899999,0.0,10.883164916000004,9.063284908780002,0.62930665013,3.0578799852550005,0.17592835016,2.628469999999999,7.86869498249,0.0,0.213619994183,0.0,0.2119750042,1.3552550108000003,4.504054935,2.856589981899999,10.351539967,13.07286477,6.312270089999998,5.653334915960001,5.865349976200003,0.0,0.13977000032,0.1395150181549999,0.0,1.836009984,1.3501683598999998,0.0286150078089999
PF3D7_0203900,Pf3D7_02_v3,+,176196,1,8.4750349122,16.557495105,16.855994935000002,0.0,2.216181701536,7.6774515709000015,16.9633832583,9.593580041329998,7.4858016285,8.43331,13.222839869299998,1.602684878,0.22993000851,0.3864599985,0.0,0.14247494904,5.085920016,4.8304900150000005,3.4373300565,3.5615898973700006,7.62463500067,15.286625065989996,5.9922550313,0.44277501635,0.0056550018999999,1.42904004689,0.0,0.12373334782,0.039535030495,4.91298998336
PF3D7_0204200,Pf3D7_02_v3,+,192194,1,21.685649919,11.479455046000004,34.038055151,0.0,23.229053364,22.47552680380001,31.138575408,45.280793434,11.799191549,10.80538,36.850815356,17.691764862000003,0.0,0.0,0.0,0.0,0.0,0.7438049817700001,17.361694825999997,17.295109986,11.750380073,13.956920204,25.565435431999997,9.80233998038,0.0349750041,0.079360007777,0.0,0.9843733458,0.10355332375,0.0
PF3D7_0204900,Pf3D7_02_v3,+,211347,1,8.36446476384,7.04590483316,10.349049935,0.0,2.7737300263699995,5.84457328577,33.265033413999994,34.238746682000006,0.1952033519,5.50142,30.78200021,0.0,1.1758349869000002,1.29240501191,2.6658700358700003,0.09486500733,2.43458998935,2.6447200008000005,5.853739955933,7.467289824160002,19.738269877,24.797250217999995,15.202414983,0.0,0.23139499709,0.4549600087,0.0,3.974536799,3.055740122,6.4620500845
PF3D7_0205400,Pf3D7_02_v3,+,222641,1,7.893079987760001,14.936619999,23.732039796,5.618755035077999,0.0134633031999999,2.8929900703399998,22.0806504282,38.49003523500001,59.45456146999999,24.24503999999999,23.052015225,22.1838797893,2.0598550114,0.1137850067899999,0.0,0.0,0.0217900002499999,0.9388649915,6.450834963200001,6.984014994000001,8.9528750049,11.826670148,10.489305018999998,12.319759785,0.188180030132,0.0412049969069999,0.0,0.8332749838,0.2900699848099999,0.33853503366
PF3D7_0205600,Pf3D7_02_v3,+,227804,1,16.893794905,11.780439965999996,8.9673201191,0.0,33.487073176,13.0414700218,10.303666551699996,11.719308285000002,1.51442164205,4.92354,7.946559994000001,0.0,0.9602700187,0.28494999656,0.0,3.800985033750001,5.430739913699999,2.2770499357000005,10.269314966,11.029410042,10.970055067,8.276130081999998,7.805114942899999,0.0,0.7699100083,0.94209000766,0.0,0.5059700078399999,0.0,1.32209020219
PF3D7_0205700,Pf3D7_02_v3,+,230917,1,8.245699831459998,20.054724834,23.826229935,5.567644958782401,21.646456652000005,43.994063525,56.691364551,47.06795845299999,38.711441871000005,8.289109999999999,37.35485538000001,25.20514504800001,1.046250002683,0.0,0.0,0.2269899969999999,0.0044949977999999,1.3081199696,6.7849498968000015,10.754095079,19.796719702,18.059854916,25.335605064000003,7.823754972899999,0.0346949859399999,0.2316649857,0.0,1.8156033231,2.391815063,0.0
PF3D7_0205900,Pf3D7_02_v3,+,234662,1,16.087980044,6.066559953599999,27.741900292000004,0.0,6.952838238194999,9.7901016786,48.622343422,66.33071666500001,17.358483270000004,12.18449,36.11408018,8.575609968399998,0.0,0.0,0.0,0.0,3.4368150166700007,2.07542999899,12.652315280000003,16.841355015399998,7.280020126499998,6.528740056600001,22.655764883000003,7.919850102820001,0.0,0.5684200072299999,0.0,0.5103049986,0.0,4.62484505227
PF3D7_0206100,Pf3D7_02_v3,+,244797,1,20.846344918000003,12.642749900000002,25.691459896,0.0,32.49887807099999,40.263394825000006,40.441869907,42.922586797000015,36.890598185,12.3241,29.982380185,7.892505128209999,0.2299699924,0.0096250006809999,0.8890349997,0.01311499596,0.567475010779,3.85634496471,13.253085180607002,16.35337502563,19.616745264,18.741159955,16.423115027999998,4.831630078500001,0.074349984,0.0318000093999999,0.0,2.955701637,2.779105003,1.163860012221
PF3D7_0206200,Pf3D7_02_v3,+,249029,1,15.786964875,2.91536512564,0.0,0.0,8.550386705,6.973518262289999,0.0,0.0,0.0,0.0,0.0,0.0,0.58870501766,3.598609993,5.0045600054,2.3818649277040005,5.702565035999999,1.3773048496176004,10.056834987,8.984100009899999,4.640229939900001,5.836150013899999,0.0,0.0,1.30574001875,3.8175349875,0.272885080588,0.46827167298,0.8679099851,6.34076987833
PF3D7_0206300,Pf3D7_02_v3,+,251870,1,8.112305018099999,27.929350068000005,20.919469989000003,1.95417500186,7.629270014299999,12.479980016547,19.29982336297,22.24475179879,12.924696895556002,24.95391,13.466114862399998,12.490159881999997,0.0016749965599999,0.0,0.0,0.0,0.4182099982,0.211240004096,4.558260048632,10.765235044999995,14.975055107,15.409200127999998,8.224184912,13.116484881000002,0.0073700027999999,0.0035000014999999,0.0,0.0,0.00127166987,0.22791499207
PF3D7_0206700,Pf3D7_02_v3,+,271298,1,15.8241000353,8.377719955,3.80228993085,0.0,18.959686564,8.151160093729999,17.686201568749997,11.681154929956,9.689069906,14.63961,16.95389482716,0.0,3.4006500348000004,0.0033850002999999,0.43110500906,0.1706899902789999,6.138039934999999,7.403784952,4.35927001489,5.2825399138,7.749405038999998,10.265035043,9.23575991583,0.0,0.14229501402,2.8330999129749994,0.0,0.31516165667,0.0074333334960464,2.0558999904300004
