chrom	strand	clu_start	clu_end	sample	score	gene_id	gene_name	cds_start	prom_start	prom_end
Pf3D7_01_v3	+	296812	296869	sample1	15.6400058243402	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	296812	296869	sample1	2.50737453361339	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	296812	296869	sample1	2.18622587466305	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	296812	296869	sample1	17.3758712676356	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	296812	296869	sample1	6.84896466783809	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	296812	296869	sample1	4.94216781822197	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	296813	296869	sample1	1.48183420851964	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	296813	296869	sample1	1.66992015923954	PF3D7_0107200		297362	296862	297361
Pf3D7_01_v3	+	363267	363402	sample1	31.9973563197397	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363381	sample1	0.986224409634871	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363381	sample1	1.10003187880161	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363402	sample1	40.0878956107698	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363402	sample1	14.6392749801712	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363402	sample1	12.4127550270215	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363402	sample1	10.1635910430707	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363381	sample1	2.26433629512107	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363402	sample1	25.5136606806195	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363402	sample1	0.645733673173021	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363338	sample1	1.79121380842572	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	363267	363381	sample1	1.45291351161102	PF3D7_0109000		363318	362818	363317
Pf3D7_01_v3	+	436138	436168	sample1	6.62253368996906	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436138	436168	sample1	3.8246268586006	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436138	436168	sample1	2.23131818204201	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436138	436168	sample1	9.84366410541248	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436138	436168	sample1	1.71351551168724	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436138	436168	sample1	3.56519669273907	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436140	436168	sample1	2.90968024016773	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436140	436168	sample1	1.84940690429583	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436152	436168	sample1	1.44553965619303	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436152	436168	sample1	0.472987644940846	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436154	436168	sample1	1.03445672612418	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436166	436168	sample1	0.225877336884121	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	3.41529520754765	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	0.660583075881079	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	2.70284703581379	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	0.238678238057082	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	1.62268796160555	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	0.942771582316268	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	0.637198026433831	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436236	436268	sample1	1.17576210094163	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436238	436268	sample1	0.311051403498057	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436238	436268	sample1	0.287654859781954	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436238	436268	sample1	0.271325200025515	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	+	436238	436268	sample1	0.264182995312409	PF3D7_0111400		436408	435908	436407
Pf3D7_01_v3	-	139709	139774	sample1	3.68889341787676	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139774	sample1	2.01843763592844	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139774	sample1	2.93338562030018	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139774	sample1	4.25854022227727	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139756	sample1	0.214891211136171	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139774	sample1	4.62833026438655	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139774	sample1	1.02010565503757	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139756	sample1	1.31616614554368	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139710	sample1	0.501107201680729	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139774	sample1	6.33015632073672	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139774	sample1	1.45714633101993	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	139709	139755	sample1	0.449373868188897	PF3D7_0103100		139257	139258	139757
Pf3D7_01_v3	-	225916	225984	sample1	16.7817025098824	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	3.354527132176	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	4.35924910609583	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	2.5721294285409	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	15.0668597024464	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	26.3503230653474	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	0.854140254863057	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	4.41163200329449	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	11.480299455789	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	1.64694967183151	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	3.77809147439915	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	225916	225984	sample1	18.9614594786146	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	3.59016055796392	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	0.794917332445696	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	2.24459436383201	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	0.0872760347861726	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	0.331945740103985	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	1.59068204914382	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	0.790754531950811	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	2.41973131562493	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	2.47122881293258	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	0.425036898537103	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	1.6622930967726	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	226070	226071	sample1	0.42592769031989	PF3D7_0105300		225779	225780	226279
Pf3D7_01_v3	-	227353	227422	sample1	2.95011962233183	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227353	227422	sample1	18.0438672343146	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227353	227422	sample1	3.47528107616675	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227353	227422	sample1	7.56842410627838	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227353	227422	sample1	24.5303835158034	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227353	227422	sample1	9.3531443032624	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227353	227422	sample1	3.83224133843733	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227353	227422	sample1	0.760150568254198	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227398	227422	sample1	3.14099178427188	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227407	227422	sample1	0.532658841672859	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227408	227422	sample1	0.422651256596821	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	227416	227422	sample1	0.25705915166934	PF3D7_0105400		227285	227286	227785
Pf3D7_01_v3	-	259002	259010	sample1	7.63606374961937	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	3.95194071423145	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	0.919425304849619	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	1.27524834717223	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	1.56472370163243	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	0.90673059156017	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	2.17672026403885	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	1.21903154265816	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	0.423790444494377	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	0.698352943106274	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	5.39724629178191	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	259002	259010	sample1	7.04727124698124	PF3D7_0106000		258543	258544	259043
Pf3D7_01_v3	-	296960	296970	sample1	16.8450361451033	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	1.82154838898092	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	2.35954819175681	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	18.8504352101216	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	2.37744430177953	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	5.63420819271179	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	1.90756326107858	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	4.70099781301623	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	2.48417848714057	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	14.2656885322926	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	16.3984365815747	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	296960	296970	sample1	0.887912799260364	PF3D7_0107100		296931	296932	297431
Pf3D7_01_v3	-	356296	356320	sample1	1.29827294084559	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	15.8385011196837	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	48.0770627433959	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	35.0307632456493	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	5.35703872642704	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	1.3425492606071	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	1.72106231586924	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	2.10903456212469	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	1.19374248083421	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	6.35708684898894	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	0.850683528787269	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	356296	356320	sample1	0.911219042172258	PF3D7_0108700		356211	356212	356711
Pf3D7_01_v3	-	375055	375125	sample1	3.36061994560902	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	53.6021176491259	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	38.8538712248336	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	34.7151572807169	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	9.13594015181009	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	3.30178697330811	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	53.5762884282357	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375124	sample1	2.37482195996902	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	14.9427862600649	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	2.65818712182856	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375125	sample1	2.11894764314237	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	375055	375124	sample1	1.97521928996876	PF3D7_0109400		375087	375088	375587
Pf3D7_01_v3	-	441752	441776	sample1	2.03488881137118	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	5.91336308390999	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	4.78813136628639	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	6.53100729283109	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	11.2331409903404	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	1.89079963419318	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441770	sample1	0.865208819465052	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	1.45232994300092	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	2.78749318890766	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	5.46993482703031	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441776	sample1	5.80803288915273	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	441752	441770	sample1	1.21746234529964	PF3D7_0111500		441418	441419	441918
Pf3D7_01_v3	-	450865	450887	sample1	0.549223922465461	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	1.22042791990017	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	4.63428269797578	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	1.10457439902119	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	5.81702844558421	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	0.714297182326073	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	3.0036394839865	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	3.81497242136195	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	4.1582243008479	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	0.600923180968155	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450865	450887	sample1	0.404547653745368	PF3D7_0111900		450646	450647	451146
Pf3D7_01_v3	-	450869	450887	sample1	0.320791696147894	PF3D7_0111900		450646	450647	451146
Pf3D7_02_v3	+	127726	127883	sample1	20.8316668941078	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	26.8054561788112	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	99.3688305869191	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	7.85731388527345	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	4.97600881815824	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	105.511948609475	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	75.9009870532205	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	29.832874691996	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	71.0840148926834	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127849	sample1	2.17430485149425	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127726	127883	sample1	51.4741363178448	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	127732	127883	sample1	2.12280696528458	PF3D7_0202500		127994	127494	127993
Pf3D7_02_v3	+	222984	223006	sample1	0.728221614360341	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	1.54972539490966	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	1.24200222585214	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	1.29053825878488	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	0.594934950674891	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	0.628158845881424	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	2.93129155722162	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	0.194521881292697	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	2.23180193782311	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	1.51468755883333	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	1.31623433493712	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	222984	223006	sample1	0.415288407369689	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	0.603603869745807	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	0.514335441570412	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	2.64777575205183	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	1.67400740070154	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	4.15631078573773	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	3.87217478695195	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	4.19325264492177	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	0.523567782836538	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	2.50128993075032	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	1.65655115970041	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	2.02681235969956	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	223063	223072	sample1	8.05218742430191	PF3D7_0205400		223478	222978	223477
Pf3D7_02_v3	+	358688	358705	sample1	0.730097238614353	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	0.710955231505523	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	0.995722924077236	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	1.10748230357974	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	1.98451705785705	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	0.473974374547738	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	1.67824464014177	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	1.49242318807941	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	0.440500207870788	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	2.36751932879588	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	0.853440501861202	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	358688	358705	sample1	0.310977121703789	PF3D7_0208800		359142	358642	359141
Pf3D7_02_v3	+	409420	409516	sample1	31.2192317903477	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409516	sample1	6.97012167401399	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409510	sample1	6.25698558595472	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409510	sample1	3.87139200936214	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409516	sample1	4.51826550501214	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409516	sample1	20.9582599608818	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409516	sample1	4.76398283530089	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409516	sample1	22.1063528871018	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409510	sample1	7.74362770902477	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409510	sample1	6.84291115736699	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409516	sample1	7.20189135773549	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409420	409516	sample1	37.181033504592	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	3.00415661315756	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	3.46060917707683	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	3.57117915983038	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	4.53860410972889	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	11.8992107982762	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	2.29364625081021	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	6.98016111374147	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	2.70298119884059	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	5.23342692347028	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	7.27175658255983	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	17.3127304095409	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	409656	409680	sample1	10.6022743741187	PF3D7_0210000		409983	409483	409982
Pf3D7_02_v3	+	412084	412180	sample1	100.804045724986	PF3D7_0210100		412275	411775	412274
Pf3D7_02_v3	+	412084	412180	sample1	50.4033573134946	PF3D7_0210100		412275	411775	412274
Pf3D7_02_v3	+	412084	412180	sample1	12.7803951274329	PF3D7_0210100		412275	411775	412274
Pf3D7_02_v3	+	412084	412180	sample1	50.9903191399005	PF3D7_0210100		412275	411775	412274
Pf3D7_02_v3	+	412084	412180	sample1	77.6949009744666	PF3D7_0210100		412275	411775	412274
Pf3D7_02_v3	+	412084	412180	sample1	80.9824335676308	PF3D7_0210100		412275	411775	412274
Pf3D7_02_v3	+	412084	412180	sample1	82.5769935419291	PF3D7_0210100		412275	411775	412274
Pf3D7_02_v3	+	412084	412180	sample1	23.218298138802	PF3D7_0210100		412275	411775	412274
